timestamp,face_detected,gaze_direction,gaze_h_ratio,gaze_v_ratio,gaze_h_degrees,gaze_v_degrees,left_ear,right_ear,blink_detected,blink_count
2026-01-14 23:19:21.442,True,center,-0.01952323641527348,-0.1996464357734979,-0.39046472830546963,-2.9946965366024685,0.1971703765917578,0.24557287088207472,False,0
2026-01-14 23:19:21.501,True,up,-0.013457415886590607,-0.37257737961648574,-0.26914831773181214,-5.588660694247286,0.2985944783114686,0.2633050830123119,False,0
2026-01-14 23:19:21.536,True,center,-0.009964138363148078,-0.1780475860950388,-0.19928276726296157,-2.670713791425582,0.29815390424121185,0.33530152338104385,False,0
2026-01-14 23:19:21.555,True,center,-0.021360535628648813,-0.1823248257096789,-0.42721071257297627,-2.7348723856451835,0.3005949980291647,0.31359546367065555,False,0
2026-01-14 23:19:21.595,True,center,-4.874815363981044e-05,0.016031869088608902,-0.0009749630727962089,0.24047803632913353,0.3084103120096993,0.36432394947580193,False,0
2026-01-14 23:19:21.626,True,center,-0.036573937672956136,-0.02022834894599196,-0.7314787534591227,-0.3034252341898794,0.3442698037051909,0.33550001489947034,False,0
2026-01-14 23:19:21.652,True,center,-0.09468436597086854,-0.04549406644137988,-1.893687319417371,-0.6824109966206982,0.3634602514200351,0.3284904879707525,False,0
2026-01-14 23:19:21.686,True,center,-0.008328647523779154,-0.3151278103200641,-0.16657295047558307,-4.726917154800962,0.3241952782887251,0.32008595057872724,False,0
2026-01-14 23:19:21.704,True,center,-0.01385526375636581,-0.21289345807956792,-0.2771052751273162,-3.193401871193519,0.3380959229163521,0.3064644148715925,False,0
2026-01-14 23:19:21.736,True,center,-0.02133310386134657,-0.13297202076256026,-0.4266620772269314,-1.994580311438404,0.30647861150307243,0.31017116581103815,False,0
2026-01-14 23:19:21.786,True,center,0.0024987688501494354,-0.17352592702386346,0.04997537700298871,-2.602888905357952,0.3317838264092801,0.30411175775447985,False,0
2026-01-14 23:19:21.835,True,center,0.006153256038724686,-0.11244306605576598,0.12306512077449372,-1.6866459908364897,0.3961094069462866,0.38180894312449193,False,0
2026-01-14 23:19:21.845,True,center,-0.009703392293939128,-0.020797965774663446,-0.19406784587878256,-0.3119694866199517,0.4171177169703809,0.37188356975857073,False,0
2026-01-14 23:19:21.875,True,center,-0.013941088055399342,-0.07964414363743358,-0.27882176110798684,-1.1946621545615037,0.30679463070273066,0.34599409762755845,False,0
2026-01-14 23:19:21.926,True,center,-0.047894507620710236,0.050025834342572684,-0.9578901524142047,0.7503875151385903,0.339881896299959,0.3322461529761189,False,0
2026-01-14 23:19:21.936,True,center,-0.07287804558605321,0.05703365373406172,-1.4575609117210642,0.8555048060109258,0.35338563613802787,0.3025681513305008,False,0
2026-01-14 23:19:21.995,True,center,0.004037582020373853,-0.10431589212682835,0.08075164040747707,-1.5647383819024252,0.367052044351817,0.36306220025030045,False,0
2026-01-14 23:19:22.016,True,center,0.008841193533271341,-0.0517920895469233,0.17682387066542682,-0.7768813432038495,0.36593660823913865,0.35713588437733457,False,0
2026-01-14 23:19:22.042,True,center,-0.02331008044568955,-0.07560328813389358,-0.46620160891379103,-1.1340493220084038,0.37471912198486984,0.39905189107439504,False,0
2026-01-14 23:19:22.086,True,up,0.02378460737579635,-1.0,0.47569214751592703,-15.0,0.26435033548852804,0.08525779140237734,False,0
2026-01-14 23:19:22.105,True,up,0.010558121223713468,-0.9040735127197506,0.21116242447426936,-13.561102690796258,0.2635857256956924,0.09385002955307256,False,0
2026-01-14 23:19:22.136,True,up,-0.010284023730161684,-0.7518012730591459,-0.2056804746032337,-11.277019095887189,0.19639563566098933,0.1140092954325424,False,0
2026-01-14 23:19:22.186,True,center,-0.022873572783993934,-0.26820527617905965,-0.4574714556798787,-4.023079142685894,0.2598528654736322,0.1922432556138572,True,1
2026-01-14 23:19:22.226,True,center,-0.02600382158773973,-0.1646908066911629,-0.5200764317547946,-2.4703621003674434,0.20877235141217249,0.26062873276227755,False,1
2026-01-14 23:19:22.245,True,center,-0.010161519746731629,-0.16501713808973167,-0.20323039493463257,-2.475257071345975,0.24538753002246164,0.2568155937390799,False,1
2026-01-14 23:19:22.277,True,center,-0.01301093537916026,-0.28375682139513514,-0.2602187075832052,-4.256352320927027,0.3353953342055028,0.33780720168532574,False,1
2026-01-14 23:19:22.345,True,center,0.016578718551592264,-0.1003125973358748,0.3315743710318453,-1.5046889600381221,0.3594317257088422,0.4007385164101088,False,1
2026-01-14 23:19:22.358,True,center,0.0011944328744828425,-0.09855425736518986,0.02388865748965685,-1.4783138604778479,0.36967076620135664,0.3847968514100154,False,1
2026-01-14 23:19:22.395,True,center,0.006993884890553914,-0.24506767828015982,0.13987769781107828,-3.6760151742023974,0.326999310343392,0.4000806524014422,False,1
2026-01-14 23:19:22.410,True,center,0.00015201537468928494,-0.12805484264075637,0.003040307493785699,-1.9208226396113455,0.37218562008957373,0.4050914794242868,False,1
2026-01-14 23:19:22.436,True,center,-0.006989664536830198,-0.1517740359834123,-0.13979329073660396,-2.2766105397511844,0.31822037348797244,0.338817570979607,False,1
